,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Height,IR,S.N,Run.Cmpd,runDate,type,SampID,replicate,13C Acetyl CoA.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Taurine.Norm.Area,D-Methionine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,PooModel.IS,SmpModel.IS,PooPlusModel.IS,PooModel,SmpModel,PooPlusModel
197,160802_Smp_Np_34,Dimethyl Glycine,9.05,comparable to blk,NA,206093,NA,17.97807006,160802_Smp_Np_34 Dimethyl Glycine,160802,Smp,Np,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,NA,NA,NA
198,160802_Smp_Np_56,Dimethyl Glycine,8.62,comparable to blkbad S/N,NA,116810,NA,1.508928908,160802_Smp_Np_56 Dimethyl Glycine,160802,Smp,Np,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,NA,NA,NA
199,160802_Smp_Pt_12,Dimethyl Glycine,8.86,,123278904,6646915,158.1628214,49.64675505,160802_Smp_Pt_12 Dimethyl Glycine,160802,Smp,Pt,12,183766457.9,159505283.4,166368078.4,105254074.8,141404696.6,128529810.1,100333425.5,204214527,163189798.8,147955972.2,184749653.3,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,105254074.8,147955972.2,105254074.8
200,160802_Smp_Pt_34,Dimethyl Glycine,8.83,,202620336,10943809,159.7191369,318.7889629,160802_Smp_Pt_34 Dimethyl Glycine,160802,Smp,Pt,34,211626283.6,254121258.5,204828570,185883400.9,217623161.5,226546787,233531683.4,294680400.7,265814374.1,179923342.9,232647442.8,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,185883400.9,179923342.9,185883400.9
201,160802_Smp_Pt_56,Dimethyl Glycine,8.885,,229786384,12254117,169.6950065,136.5377617,160802_Smp_Pt_56 Dimethyl Glycine,160802,Smp,Pt,56,239877772.9,245939690.4,257873150.1,197679923.6,171232859.1,207531163.4,222395019.5,350671732.8,253984157.3,165456443.1,295676386.1,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,197679923.6,165456443.1,197679923.6
202,160802_Smp_Tp_12,Dimethyl Glycine,8.88,,149483440,7691297,163.8395532,86.12297789,160802_Smp_Tp_12 Dimethyl Glycine,160802,Smp,Tp,12,221696051.3,174214036.9,166114243.1,199686940.9,154017166,145364034,123145280.5,229782452.5,146740921.7,232002536,127486512.7,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,199686940.9,232002536,199686940.9
203,160802_Smp_Tp_34,Dimethyl Glycine,8.87,,144174512,7455628,187.5777531,65.10730668,160802_Smp_Tp_34 Dimethyl Glycine,160802,Smp,Tp,34,146253889.7,125498328.5,150819508.6,158363372.6,137845824.7,157506712.1,125893699.4,233328669.7,118162875.2,191382243.5,155957191.8,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,158363372.6,191382243.5,158363372.6
204,160802_Smp_Tp_56,Dimethyl Glycine,8.88,,136676176,7106989,198.0317631,88.10665383,160802_Smp_Tp_56 Dimethyl Glycine,160802,Smp,Tp,56,114040138.2,116124628.2,116168961.8,155217737.1,111995081.8,132246075.3,145287664.6,196525536.9,114191258.2,148655928.3,169767280.7,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,155217737.1,148655928.3,155217737.1
205,160802_Poo_0801PooledDiatoms_1,Lysine,17.91,,111848488,4044655,1.807342009,32.47206799,160802_Poo_0801PooledDiatoms_1 Lysine,160802,Poo,0801PooledDiatoms,1,91032000.52,87869160.14,82650546.56,87503992.66,79009956.46,111841526.4,115366371.6,120197627.7,109291231.4,80749383.25,180344269.8,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,180344269.8,80749383.25,180344269.8
206,160802_Poo_0801PooledDiatoms_2,Lysine,17.93,,116692840,4150224,1.801860511,37.56413875,160802_Poo_0801PooledDiatoms_2 Lysine,160802,Poo,0801PooledDiatoms,2,82217147.16,91723521.12,83243840.58,96630690.74,121362588.6,132922488,127246887.1,123842501.2,110632622.2,80899514.2,173682932.6,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,173682932.6,80899514.2,173682932.6
207,160802_Poo_0801PooledDiatoms_3,Lysine,17.895,,120044664,4259891,1.790087286,33.26250836,160802_Poo_0801PooledDiatoms_3 Lysine,160802,Poo,0801PooledDiatoms,3,99122895.75,88766831.67,71939095.82,95469538.91,84820884.13,93041567.27,125250925.5,131630248.1,104179299.4,74613291.13,177376625,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,177376625,74613291.13,177376625
208,160802_Smp_Np_12,Lysine,17.85,,13969832,379532,1.622128467,51.19828742,160802_Smp_Np_12 Lysine,160802,Smp,Np,12,16828058.84,17436024.74,24415172.79,19053698.9,21264196.33,14017041.32,15270768.76,7813878.067,14240955.32,23074569.03,7903077.867,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,7903077.867,23074569.03,7903077.867
209,160802_Smp_Np_34,Lysine,17.895,,11002475,314946,1.640265818,31.00189515,160802_Smp_Np_34 Lysine,160802,Smp,Np,34,12139701.49,13409349.16,17819020.23,14446787.92,16921365.8,11544617.37,11981844.71,6221570.782,11005267.45,17132113.29,6813921.773,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,6813921.773,17132113.29,6813921.773
210,160802_Smp_Np_56,Lysine,17.95,,12793187,360771,1.646408956,39.94377846,160802_Smp_Np_56 Lysine,160802,Smp,Np,56,13330483.48,16144322.51,17455076.22,16016558.9,24662887.01,13549579.08,14333260.96,7316682.775,13746136.36,19661469,8937726.08,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,8937726.08,19661469,8937726.08
211,160802_Smp_Pt_12,Lysine,17.87,,47264212,1639069,1.737777008,25.06632263,160802_Smp_Pt_12 Lysine,160802,Smp,Pt,12,70454688.86,61153135.58,63784279.97,40353626.97,54213505.66,49277370.21,38467086.75,78294326.01,62565751.27,56725215.84,70831638.65,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,70831638.65,56725215.84,70831638.65
212,160802_Smp_Pt_34,Lysine,17.85,,124157848,4536436,1.797367714,33.13518338,160802_Smp_Pt_34 Lysine,160802,Smp,Pt,34,129676341.8,155715606.9,125510967.8,113902106.2,133350995,138819045,143099117.4,180568669.1,162880692.5,110250014.9,142557289.2,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,142557289.2,110250014.9,142557289.2
213,160802_Smp_Pt_56,Lysine,17.875,,149500496,5725187,1.75763252,31.05711154,160802_Smp_Pt_56 Lysine,160802,Smp,Pt,56,156066018.4,160009940.8,167773926.3,128611826.8,111405197,135021106.7,144691626.8,228149279.7,165243722.6,107647023.6,192368954.2,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,192368954.2,107647023.6,192368954.2
214,160802_Smp_Tp_12,Lysine,17.82,,87731504,3255483,1.854605482,57.0997283,160802_Smp_Tp_12 Lysine,160802,Smp,Tp,12,130112927.7,102245837.2,97492085.98,117195828.9,90392337.9,85313833.62,72273695.81,134858818.8,86121925.98,136161781,74821555.5,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,74821555.5,136161781,74821555.5
215,160802_Smp_Tp_34,Lysine,17.87,,102662352,3758205,1.823276063,53.40481974,160802_Smp_Tp_34 Lysine,160802,Smp,Tp,34,104143014.6,89363601.09,107394055.1,112765814.7,98155883.3,112155812.4,89645132.83,166146357.6,84140244.49,136277563.8,111052445.4,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,111052445.4,136277563.8,111052445.4
216,160802_Smp_Tp_56,Lysine,17.925,,129250504,4806933,1.827984617,63.95468644,160802_Smp_Tp_56 Lysine,160802,Smp,Tp,56,107844291.3,109815530.1,109857455,146784694.6,105910343.6,125061092.5,137394126.9,185848224.9,107987200.9,140579391.5,160543755.6,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,160543755.6,140579391.5,160543755.6
217,160802_Poo_0801PooledDiatoms_1,Methionine,7.65,,43111376,1221622,1.167812464,262.5362627,160802_Poo_0801PooledDiatoms_1 Methionine,160802,Poo,0801PooledDiatoms,1,35087776.98,33868677.79,31857192.29,33727926.03,30453947.14,43108692.7,44467324.62,46329505.34,42125695.71,31124399.49,69512693.12,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,33868677.79,31124399.49,46329505.34
218,160802_Poo_0801PooledDiatoms_2,Methionine,7.6,,43266912,1357944,1.140457812,139.6684443,160802_Poo_0801PooledDiatoms_2 Methionine,160802,Poo,0801PooledDiatoms,2,30484150.28,34008886.21,30864823.63,35828347.25,44998343,49284477.02,47180100.04,45917835.23,41019928.3,29995603.52,64397474.27,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,34008886.21,29995603.52,45917835.23
219,160802_Poo_0801PooledDiatoms_3,Methionine,7.62,,45483280,1394257,1.161621486,95.89997413,160802_Poo_0801PooledDiatoms_3 Methionine,160802,Poo,0801PooledDiatoms,3,37556308.39,33632537.47,27256738.69,36172101.49,32137471.95,35252176.27,47455861.2,49872899.23,39472110.53,28269954.69,67205575.25,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,33632537.47,28269954.69,49872899.23
220,160802_Smp_Np_12,Methionine,8.05,,33450830,952765,1.116288403,100.096834,160802_Smp_Np_12 Methionine,160802,Smp,Np,12,40294867.93,41750645.2,58462248.83,45624173.77,50917220.51,33563872.94,36565929.34,18710368.66,34100036.09,55252166.66,18923958.01,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,41750645.2,55252166.66,18710368.66
221,160802_Smp_Np_34,Methionine,8.015,,28251390,902587,1.169703883,218.7438225,160802_Smp_Np_34 Methionine,160802,Smp,Np,34,31171481.07,34431594.05,45754440.71,37095457.15,43449506.09,29643465.48,30766147.42,15975316.7,28258560.26,43990648.83,17496314.37,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,34431594.05,43990648.83,15975316.7
222,160802_Smp_Np_56,Methionine,7.92,,28123074,774855,1.165981361,Inf,160802_Smp_Np_56 Methionine,160802,Smp,Np,56,29304204.92,35489825.69,38371236.21,35208964.83,54216060.19,29785839.54,31508595.83,16084155.66,30217928.51,43221516.86,19647671.21,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,35489825.69,43221516.86,16084155.66
223,160802_Smp_Pt_12,Methionine,8.29,,24672552,682892,1.19389975,Inf,160802_Smp_Pt_12 Methionine,160802,Smp,Pt,12,36778291.67,31922756.22,33296248.85,21065134.02,28300176.41,25723447.56,20080334.74,40870687.31,32660160.54,29611322.78,36975064.51,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,31922756.22,29611322.78,40870687.31
224,160802_Smp_Pt_34,Methionine,8.35,,38287820,975138,1.151275372,849.2203859,160802_Smp_Pt_34 Methionine,160802,Smp,Pt,34,39989614.14,48019607.49,38705095.33,35125152.46,41122804.35,42809042.64,44128932.15,55683799.37,50229177.92,33998919.87,43961843.06,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,48019607.49,33998919.87,55683799.37
225,160802_Smp_Pt_56,Methionine,8.28,,39174624,969023,1.13380307,147.5156578,160802_Smp_Pt_56 Methionine,160802,Smp,Pt,56,40895032.15,41928484.75,43962934.27,33701025.04,29192255.68,35380491.88,37914523.55,59783495.62,43299927.91,28207476.14,50407735.44,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,41928484.75,28207476.14,59783495.62
226,160802_Smp_Tp_12,Methionine,8.37,,38784040,1480883,1.147266861,106.8013934,160802_Smp_Tp_12 Methionine,160802,Smp,Tp,12,57519873.26,45200486.26,43098964.34,51809526.87,39960332.25,37715244.64,31950505.59,59617920.42,38072483.31,60193929.41,33076854.6,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,45200486.26,60193929.41,59617920.42
227,160802_Smp_Tp_34,Methionine,8.39,,41280848,1168140,1.144423374,8198.150119,160802_Smp_Tp_34 Methionine,160802,Smp,Tp,34,41876226.98,35933379.29,43183480.39,45343481.47,39468783.05,45098197.66,36046584.07,66807962.2,33833051.51,54797628.21,44654530.39,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,35933379.29,54797628.21,66807962.2
228,160802_Smp_Tp_56,Methionine,7.595,,46408264,1135018,1.189367635,1959.319858,160802_Smp_Tp_56 Methionine,160802,Smp,Tp,56,38722219.15,39430005.72,39445059.15,52704033.23,38027822.22,44904027.58,49332286.66,66730056.88,38773531.8,50475977.36,57644316.75,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,39430005.72,50475977.36,66730056.88
229,160802_Blk_Blk_9,Picolinic Acid,5.45,Blank used for comparison,96287,8223,NA,8.889790233,160802_Blk_Blk_9 Picolinic Acid,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d4 Taurine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,d4 Taurine.Norm.Area,NA,NA,NA
230,160802_Blk_Blk_9,Ketoglutaric Acid,13.07,Blank used for comparison,48403,9857,NA,Inf,160802_Blk_Blk_9 Ketoglutaric Acid,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D-Methionine.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,NA,NA,NA
231,160802_Blk_Blk_9,Sarcosine,10.77,Blank used for comparison,170342,13928,NA,62.89752907,160802_Blk_Blk_9 Sarcosine,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,NA,NA,NA
232,160802_Blk_0801FilterBlank_1,13C Acetyl CoA,10.88,Blank used for comparison,1030398,47157,NA,Inf,160802_Blk_0801FilterBlank_1 13C Acetyl CoA,160802,Blk,0801FilterBlank,1,923978.75,863097.7157,2997191.412,2142755.239,2490486.14,950936.1158,776400.8873,532279.6609,1093500.473,1910343.541,1798487.473,13C Acetyl CoA.Norm.Area,13C Acetyl CoA.Norm.Area,13C Acetyl CoA.Norm.Area,923978.75,923978.75,923978.75
233,160802_Blk_0801FilterBlank_1,13C-Isethionic Acid,6.84,Blank used for comparison,22871824,791969,NA,326.63319,160802_Blk_0801FilterBlank_1 13C-Isethionic Acid,160802,Blk,0801FilterBlank,1,20509627.69,19158246.67,66528889.3,47562903.56,55281513.22,21108002.42,17233830.47,11815052.75,24272514.48,42404043.15,39921165.35,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
234,160802_Blk_0801FilterBlank_1,13C-Sulfoacetic Acid,13.99,Blank used for comparison,1328183,119548,NA,Inf,160802_Blk_0801FilterBlank_1 13C-Sulfoacetic Acid,160802,Blk,0801FilterBlank,1,1191008.589,1112532.937,3863379.667,2762011.457,3210236.581,1225756.633,1000780.727,686108.4716,1409522.087,2462432.784,2318250.314,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
235,160802_Blk_0801FilterBlank_1,13C-Sulfolactic Acid,13.6,Blank used for comparison,1447700,136269,NA,Inf,160802_Blk_0801FilterBlank_1 13C-Sulfolactic Acid,160802,Blk,0801FilterBlank,1,1298181.903,1212644.593,4211027.203,3010552,3499110.814,1336056.761,1090836.322,747848.1763,1536358.412,2684015.638,2526858.858,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
236,160802_Blk_0801FilterBlank_1,d3-Cysteic Acid,12.39,Blank used for comparison,715475,69671,NA,Inf,160802_Blk_0801FilterBlank_1 d3-Cysteic Acid,160802,Blk,0801FilterBlank,1,641580.9194,599307.1009,2081152.648,1487859.841,1729312.917,660299.2411,539107.6311,369597.7578,759291.3139,1326480.685,1248811.454,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
237,160802_Blk_0801FilterBlank_1,d4 Succinic Acid,12.45,Blank used for comparison,3320585,260780,NA,11.19816895,160802_Blk_0801FilterBlank_1 d4 Succinic Acid,160802,Blk,0801FilterBlank,1,2977635.804,2781439.141,9658820.035,6905293.785,8025899.621,3064509.25,2502047.889,1715337.042,3523940.526,6156318.343,5795848.327,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
238,160802_Blk_0801FilterBlank_1,d4 Taurine,10.39,Blank used for comparison,9366308,520938,NA,199.1239133,160802_Blk_0801FilterBlank_1 d4 Taurine,160802,Blk,0801FilterBlank,1,8398958.032,7845550.01,27244441.38,19477624.7,22638495.27,8644000.23,7057476.667,4838417.045,9939908.883,17365004.59,16348233.99,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
239,160802_Blk_0801FilterBlank_1,D-Methionine,7.99,Blank used for comparison,33319392,1497326,NA,Inf,160802_Blk_0801FilterBlank_1 D-Methionine,160802,Blk,0801FilterBlank,1,29878173.45,27909498.2,96918467.98,69289053.14,80533428.79,30749878.41,25106032.34,17212023.58,35359900.67,61773688.72,58156662.87,D-Methionine.Norm.Area,D-Methionine.Norm.Area,D-Methionine.Norm.Area,17212023.58,17212023.58,17212023.58
240,160802_Blk_0801FilterBlank_1,Heavy Alanine,11.2,Blank used for comparison,6524579,453918,NA,Inf,160802_Blk_0801FilterBlank_1 Heavy Alanine,160802,Blk,0801FilterBlank,1,5850722.098,5465217.548,18978503.6,13568131.77,15769997.19,6021418.725,4916244.912,3370445.884,6924149.917,12096478.6,11388195.24,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Alanine.Norm.Area,6924149.917,6924149.917,6924149.917
241,160802_Blk_0801FilterBlank_1,Heavy Histidine,11.16,Blank used for comparison,43801308,2012626,NA,13.12886451,160802_Blk_0801FilterBlank_1 Heavy Histidine,160802,Blk,0801FilterBlank,1,39277519.77,36689520.83,127407957.1,91086630.8,105868363.9,40423453.56,33004115.3,22626737.8,46483738.36,81207015,76452112.41,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Histidine.Norm.Area,81207015,81207015,81207015
242,160802_Blk_0801FilterBlank_1,Heavy Isoleucine,8.02,Blank used for comparison,15407741,741189,NA,46.48195805,160802_Blk_0801FilterBlank_1 Heavy Isoleucine,160802,Blk,0801FilterBlank,1,13816433.33,12906067.42,44817584.09,32041034.39,37240721.94,14219532.05,11609672.95,7959280.933,16351324.52,28565737.23,26893131.75,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,Heavy Isoleucine.Norm.Area,26893131.75,26893131.75,26893131.75
243,160802_Blk_Blk_9,AMP,11.38,Blank used for comparison,2087,536,NA,Inf,160802_Blk_Blk_9 AMP,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Isethionic Acid.Norm.Area,NA,NA,NA
244,160802_Blk_0801FilterBlank_1,DHAP,13.27,Blank used for comparison,7030,2693,NA,Inf,160802_Blk_0801FilterBlank_1 DHAP,160802,Blk,0801FilterBlank,1,6303.943343,5888.576008,20448.65734,14619.17563,16991.6067,6487.86284,5297.077671,3631.534627,7460.52334,13033.52209,12270.37216,13C Acetyl CoA.Norm.Area,D-Methionine.Norm.Area,13C Acetyl CoA.Norm.Area,6303.943343,3631.534627,6303.943343
245,160802_Blk_Blk_9,Dimethyl Glycine,9.23,Blank used for comparison,4949096,158576,NA,1.401609784,160802_Blk_Blk_9 Dimethyl Glycine,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13C-Sulfolactic Acid.Norm.Area,Heavy Histidine.Norm.Area,13C-Sulfolactic Acid.Norm.Area,NA,NA,NA
246,160802_Blk_Blk_9,Lysine,18.08,Blank used for comparison,213727,5082,NA,3.122771471,160802_Blk_Blk_9 Lysine,160802,Blk,Blk,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Isoleucine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,NA,NA,NA
247,160802_Blk_0801FilterBlank_1,Methionine,7.87,Blank used for comparison,15384,2518,NA,Inf,160802_Blk_0801FilterBlank_1 Methionine,160802,Blk,0801FilterBlank,1,13795.14429,12886.18112,44748.52697,31991.664,37183.33961,14197.6219,11591.7842,7947.016885,16326.1296,28521.72174,26851.6935,13C-Isethionic Acid.Norm.Area,Heavy Histidine.Norm.Area,D-Methionine.Norm.Area,12886.18112,28521.72174,7947.016885
